"","0061.00113.0","0063.00113.0","0061.00115.0","0063.00115.0"
"1996-01-01",240.789047241211,238.996795654297,240.361129760742,238.704849243164
"1996-02-01",251.472473144531,249.785934448242,250.382904052734,248.894683837891
"1996-03-01",258.312927246094,257.331878662109,258.141540527344,257.264343261719
"1996-04-01",265.931915283203,265.141723632812,265.764465332031,265.034790039062
"1996-05-01",273.100219726562,272.712982177734,273.152191162109,272.848693847656
"1996-06-01",283.525390625,284.553436279297,283.339477539062,284.484680175781
"1996-07-01",288.842803955078,289.114440917969,288.767181396484,289.278503417969
"1996-08-01",280.413452148438,280.06005859375,280.605804443359,280.432220458984
"1996-09-01",276.600006103516,275.455871582031,276.121734619141,275.190338134766
"1996-10-01",262.566101074219,262.319244384766,262.427764892578,262.324798583984
"1996-11-01",255.850326538086,254.911468505859,255.272598266602,254.197296142578
"1996-12-01",241.495880126953,238.969375610352,240.553573608398,238.13591003418
"1997-01-01",250.571548461914,248.53466796875,249.774459838867,247.573364257812
"1997-02-01",251.542770385742,249.093154907227,251.298309326172,248.847274780273
"1997-03-01",259.373199462891,257.161407470703,259.089263916016,256.864440917969
"1997-04-01",265.527374267578,264.877288818359,265.36181640625,264.808807373047
"1997-05-01",276.376647949219,276.320007324219,276.399200439453,276.509185791016
"1997-06-01",284.9912109375,285.259246826172,284.87451171875,285.412292480469
"1997-07-01",291.025421142578,290.5634765625,290.841522216797,290.639617919922
"1997-08-01",285.474822998047,285.5263671875,285.421752929688,285.685974121094
"1997-09-01",275.592437744141,275.097076416016,275.689392089844,275.297332763672
"1997-10-01",261.761352539062,261.034393310547,261.567199707031,260.897216796875
"1997-11-01",254.363204956055,250.711013793945,254.140472412109,250.512802124023
"1997-12-01",248.790588378906,247.439300537109,248.276565551758,246.810729980469
"1998-01-01",240.833435058594,239.87678527832,241.228622436523,240.34880065918
"1998-02-01",247.538696289062,246.198333740234,247.637100219727,246.281509399414
"1998-03-01",257.610961914062,256.683715820312,257.066558837891,256.170471191406
"1998-04-01",269.005187988281,268.131439208984,268.698272705078,267.915710449219
"1998-05-01",275.175567626953,274.676055908203,275.213989257812,274.849609375
"1998-06-01",284.454193115234,285.260040283203,284.169555664062,285.252197265625
"1998-07-01",288.619842529297,288.833831787109,288.739410400391,289.147247314453
"1998-08-01",281.882080078125,281.339752197266,281.761535644531,281.326263427734
"1998-09-01",273.011077880859,272.332000732422,273.206359863281,272.632354736328
"1998-10-01",266.415374755859,264.348937988281,265.935821533203,263.909057617188
"1998-11-01",257.002380371094,255.793685913086,256.477966308594,255.235229492188
"1998-12-01",248.823089599609,245.831909179688,247.914337158203,244.808456420898
"1999-01-01",234.066848754883,231.224594116211,233.876281738281,230.999694824219
"1999-02-01",243.81266784668,242.468414306641,243.633590698242,242.381301879883
"1999-03-01",255.437210083008,255.236953735352,255.000869750977,254.816329956055
"1999-04-01",268.285949707031,268.106353759766,267.935760498047,267.891754150391
"1999-05-01",275.443328857422,275.137329101562,275.688232421875,275.44580078125
"1999-06-01",283.468841552734,283.914367675781,283.158294677734,283.678924560547
"1999-07-01",287.655944824219,287.5693359375,287.270935058594,287.244964599609
"1999-08-01",284.376068115234,283.479583740234,284.522277832031,283.679046630859
"1999-09-01",277.859161376953,276.856811523438,277.6142578125,276.704010009766
"1999-10-01",267.478546142578,266.693267822266,266.962280273438,266.263793945312
"1999-11-01",250.408660888672,249.560958862305,250.018127441406,249.024688720703
"1999-12-01",241.488174438477,241.290069580078,241.411880493164,241.118850708008
"2000-01-01",250.12922668457,248.671600341797,249.293029785156,247.963623046875
"2000-02-01",251.945114135742,250.324951171875,251.519439697266,249.841125488281
"2000-03-01",261.533752441406,259.826110839844,261.349243164062,259.944976806641
"2000-04-01",267.273193359375,266.225433349609,266.891967773438,265.913635253906
"2000-05-01",275.169281005859,275.147613525391,275.233093261719,275.338653564453
"2000-06-01",286.369445800781,285.798522949219,286.559051513672,286.132843017578
"2000-07-01",288.625610351562,288.723114013672,288.849487304688,289.136138916016
"2000-08-01",285.217376708984,284.790191650391,285.3779296875,285.089019775391
"2000-09-01",276.886749267578,276.049102783203,276.882781982422,276.154907226562
"2000-10-01",266.114135742188,264.965637207031,265.926147460938,264.689910888672
"2000-11-01",255.194046020508,253.94303894043,255.110412597656,253.802886962891
"2000-12-01",240.133010864258,239.556076049805,240.552124023438,240.047073364258
"2001-01-01",253.198913574219,251.217254638672,252.707138061523,250.741744995117
"2001-02-01",246.013107299805,244.250823974609,246.163314819336,244.497222900391
"2001-03-01",259.953094482422,258.019317626953,259.557159423828,257.673431396484
"2001-04-01",271.722259521484,270.652435302734,271.415008544922,270.486999511719
"2001-05-01",277.023284912109,276.822937011719,277.215698242188,277.145233154297
"2001-06-01",287.208892822266,287.276336669922,287.393859863281,287.7548828125
"2001-07-01",290.384552001953,290.413146972656,290.482025146484,290.760192871094
"2001-08-01",288.816223144531,289.319305419922,288.787078857422,289.42919921875
"2001-09-01",277.170013427734,276.776977539062,276.986450195312,276.655487060547
"2001-10-01",269.256408691406,267.878234863281,268.969360351562,267.736022949219
"2001-11-01",248.911254882812,246.895797729492,248.451705932617,246.48323059082
